CVE_EVALUACION,CVE_SOLICITUD,SID,CVE_BECA,CVE_REGLA,PORCENTAJE_OTORGADO,MONTO_OTORGADO,RESULTADO,OBSERVACIONES,EVALUADOR,FECHA_EVALUACION,FECHA_ACT
EVA202504040,SOL202506288,3396,BEC003,REG00005,0.0,0.0,RECHAZADA,Documentación incompleta,ADM_BECAS_07,2025-03-12,2025-03-12
EVA202504041,SOL202506289,1117,BEC004,REG00021,0.0,0.0,RECHAZADA,Documentación incompleta,ADM_BECAS_10,2025-02-08,2025-02-08
EVA202504042,SOL202506290,8244,BEC003,REG00005,0.0,0.0,CANCELADA,,ADM_BECAS_04,2025-03-01,2025-03-01
EVA202504043,SOL202506292,7068,BEC004,REG00021,100.0,2663.1,APROBADA,Cumple criterios establecidos,ADM_BECAS_08,2025-02-02,2025-02-02
EVA202504044,SOL202506293,5527,BEC001,REG00037,100.0,2960.55,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_08,2025-02-26,2025-02-26
EVA202504045,SOL202506294,10339,BEC004,REG00021,100.0,2710.53,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_05,2025-02-02,2025-02-02
EVA202504046,SOL202506295,9550,BEC002,REG00041,0.0,0.0,RECHAZADA,No cumple promedio mínimo requerido,ADM_BECAS_05,2025-02-09,2025-02-09
EVA202504047,SOL202506296,3128,BEC002,REG00041,0.0,0.0,RECHAZADA,Documentación incompleta,ADM_BECAS_02,2025-02-25,2025-02-25
EVA202504048,SOL202506298,9997,BEC001,REG00037,0.0,0.0,RECHAZADA,No se encuentra en estatus activo,ADM_BECAS_08,2025-02-25,2025-02-25
EVA202504049,SOL202506299,7540,BEC004,REG00021,100.0,2420.31,APROBADA,Aprobada por comité de becas,ADM_BECAS_09,2025-03-04,2025-03-04
EVA202504050,SOL202506300,2881,BEC004,REG00022,0.0,0.0,RECHAZADA,No cumple promedio mínimo requerido,ADM_BECAS_10,2025-02-22,2025-02-22
EVA202504051,SOL202506301,7767,BEC003,REG00004,10.0,358.74,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_04,2025-03-04,2025-03-04
EVA202504052,SOL202506304,2614,BEC004,REG00021,0.0,0.0,RECHAZADA,No se encuentra en estatus activo,ADM_BECAS_03,2025-02-03,2025-02-03
EVA202504053,SOL202506305,3867,BEC004,REG00021,100.0,1450.72,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_06,2025-02-22,2025-02-22
EVA202504054,SOL202506307,1113,BEC003,REG00003,25.0,280.91,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_05,2025-03-05,2025-03-05
EVA202504055,SOL202506309,9396,BEC002,REG00041,30.0,932.71,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_10,2025-03-13,2025-03-13
EVA202504056,SOL202506310,6037,BEC002,REG00041,0.0,0.0,RECHAZADA,No cumple promedio mínimo requerido,ADM_BECAS_08,2025-02-24,2025-02-24
EVA202504057,SOL202506315,2936,BEC004,REG00021,100.0,4467.66,APROBADA,Cumple criterios establecidos,ADM_BECAS_01,2025-03-09,2025-03-09
EVA202504058,SOL202506316,591,BEC001,REG00037,100.0,1178.18,APROBADA,Aprobada por comité de becas,ADM_BECAS_04,2025-02-08,2025-02-08
EVA202504059,SOL202506317,2831,BEC003,REG00003,25.0,258.37,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_01,2025-02-27,2025-02-27
EVA202504060,SOL202506318,643,BEC001,REG00037,0.0,0.0,RECHAZADA,Ingreso familiar supera el tope establecido,ADM_BECAS_10,2025-02-27,2025-02-27
EVA202504061,SOL202506319,3035,BEC004,REG00021,100.0,4178.54,APROBADA,Aprobada por comité de becas,ADM_BECAS_05,2025-02-05,2025-02-05
EVA202504062,SOL202506320,2779,BEC003,REG00005,0.0,0.0,CANCELADA,,ADM_BECAS_06,2025-03-10,2025-03-10
EVA202504063,SOL202506321,1481,BEC004,REG00021,100.0,1239.13,APROBADA,Documentación completa y verificada,ADM_BECAS_09,2025-02-18,2025-02-18
EVA202504064,SOL202506323,8846,BEC001,REG00037,100.0,1440.84,APROBADA,Documentación completa y verificada,ADM_BECAS_05,2025-03-06,2025-03-06
EVA202504065,SOL202506325,819,BEC004,REG00021,100.0,3410.95,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_05,2025-02-13,2025-02-13
EVA202504066,SOL202506329,3414,BEC003,REG00004,10.0,238.27,APROBADA,Documentación completa y verificada,ADM_BECAS_05,2025-03-08,2025-03-08
EVA202504067,SOL202506330,6773,BEC004,REG00021,100.0,1850.37,APROBADA,Aprobada por comité de becas,ADM_BECAS_07,2025-02-25,2025-02-25
EVA202504068,SOL202506331,1730,BEC003,REG00005,0.0,0.0,CANCELADA,,ADM_BECAS_05,2025-02-25,2025-02-25
EVA202504069,SOL202506332,9611,BEC004,REG00021,0.0,0.0,RECHAZADA,Ya cuenta con beca vigente del mismo tipo,ADM_BECAS_09,2025-02-25,2025-02-25
EVA202504070,SOL202506335,1716,BEC003,REG00005,0.0,0.0,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_01,2025-02-18,2025-02-18
EVA202504071,SOL202506337,8210,BEC004,REG00021,0.0,0.0,RECHAZADA,Ya cuenta con beca vigente del mismo tipo,ADM_BECAS_05,2025-02-21,2025-02-21
EVA202504072,SOL202506339,1824,BEC004,REG00021,100.0,2027.52,APROBADA,Aprobada por comité de becas,ADM_BECAS_02,2025-03-08,2025-03-08
EVA202504073,SOL202506340,998,BEC003,REG00005,0.0,0.0,APROBADA,Documentación completa y verificada,ADM_BECAS_01,2025-03-01,2025-03-01
EVA202504074,SOL202506341,5460,BEC003,REG00002,40.0,443.86,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_03,2025-02-05,2025-02-05
EVA202504075,SOL202506342,2816,BEC003,REG00005,0.0,0.0,APROBADA,Cumple criterios establecidos,ADM_BECAS_05,2025-02-28,2025-02-28
EVA202504076,SOL202506344,8209,BEC002,REG00041,30.0,900.29,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_04,2025-02-15,2025-02-15
EVA202504077,SOL202506345,9403,BEC003,REG00005,0.0,0.0,RECHAZADA,Cuenta con materias reprobadas,ADM_BECAS_10,2025-03-07,2025-03-07
EVA202504078,SOL202506347,5050,BEC004,REG00021,0.0,0.0,CANCELADA,,ADM_BECAS_04,2025-03-11,2025-03-11
EVA202504079,SOL202506349,8650,BEC004,REG00021,0.0,0.0,RECHAZADA,Cuenta con materias reprobadas,ADM_BECAS_03,2025-03-13,2025-03-13
EVA202504080,SOL202506350,7629,BEC001,REG00037,0.0,0.0,RECHAZADA,Documentación incompleta,ADM_BECAS_04,2025-02-18,2025-02-18
EVA202504081,SOL202506351,6533,BEC004,REG00021,100.0,1969.9,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_07,2025-02-05,2025-02-05
EVA202504082,SOL202506353,5893,BEC003,REG00005,0.0,0.0,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_07,2025-03-09,2025-03-09
EVA202504083,SOL202506356,4103,BEC004,REG00021,0.0,0.0,CANCELADA,,ADM_BECAS_02,2025-02-08,2025-02-08
EVA202504084,SOL202506360,2006,BEC004,REG00021,100.0,1659.93,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_03,2025-02-23,2025-02-23
EVA202504085,SOL202506361,3124,BEC002,REG00041,0.0,0.0,RECHAZADA,Cuenta con materias reprobadas,ADM_BECAS_06,2025-02-15,2025-02-15
EVA202504086,SOL202506362,8648,BEC004,REG00021,0.0,0.0,CANCELADA,,ADM_BECAS_06,2025-02-28,2025-02-28
EVA202504087,SOL202506363,632,BEC004,REG00021,0.0,0.0,RECHAZADA,No cumple promedio mínimo requerido,ADM_BECAS_03,2025-02-15,2025-02-15
EVA202504088,SOL202506364,10091,BEC003,REG00005,0.0,0.0,APROBADA,Aprobada por comité de becas,ADM_BECAS_03,2025-03-11,2025-03-11
EVA202504089,SOL202506365,3095,BEC004,REG00022,0.0,0.0,RECHAZADA,No cumple promedio mínimo requerido,ADM_BECAS_05,2025-03-09,2025-03-09
EVA202504090,SOL202506367,9519,BEC004,REG00021,0.0,0.0,RECHAZADA,Cuenta con materias reprobadas,ADM_BECAS_01,2025-03-12,2025-03-12
EVA202504091,SOL202506373,5899,BEC003,REG00004,0.0,0.0,RECHAZADA,Ya cuenta con beca vigente del mismo tipo,ADM_BECAS_09,2025-03-02,2025-03-02
EVA202504092,SOL202506374,5810,BEC004,REG00021,100.0,2602.36,APROBADA,Aprobada por comité de becas,ADM_BECAS_07,2025-02-28,2025-02-28
EVA202504093,SOL202506375,15,BEC003,REG00003,0.0,0.0,RECHAZADA,Documentación incompleta,ADM_BECAS_01,2025-03-04,2025-03-04
EVA202504094,SOL202506377,4246,BEC003,REG00001,50.0,2025.39,APROBADA,Documentación completa y verificada,ADM_BECAS_02,2025-02-21,2025-02-21
EVA202504095,SOL202506378,7728,BEC004,REG00021,100.0,2325.02,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_07,2025-03-15,2025-03-15
EVA202504096,SOL202506380,3579,BEC002,REG00041,30.0,1479.9,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_02,2025-02-05,2025-02-05
EVA202504097,SOL202506381,3080,BEC004,REG00024,25.0,1011.51,APROBADA,Cumple criterios establecidos,ADM_BECAS_05,2025-02-04,2025-02-04
EVA202504098,SOL202506384,9776,BEC004,REG00021,100.0,3722.06,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_05,2025-03-11,2025-03-11
EVA202504099,SOL202506385,10176,BEC003,REG00003,0.0,0.0,RECHAZADA,No se encuentra en estatus activo,ADM_BECAS_09,2025-03-10,2025-03-10
EVA202504100,SOL202506386,8833,BEC004,REG00021,0.0,0.0,RECHAZADA,Cuenta con materias reprobadas,ADM_BECAS_07,2025-02-25,2025-02-25
EVA202504101,SOL202506389,4610,BEC003,REG00002,0.0,0.0,RECHAZADA,No cumple promedio mínimo requerido,ADM_BECAS_02,2025-02-27,2025-02-27
EVA202504102,SOL202506391,1188,BEC004,REG00021,0.0,0.0,RECHAZADA,Ya cuenta con beca vigente del mismo tipo,ADM_BECAS_10,2025-02-25,2025-02-25
EVA202504103,SOL202506392,9726,BEC003,REG00005,0.0,0.0,RECHAZADA,No cumple promedio mínimo requerido,ADM_BECAS_05,2025-03-10,2025-03-10
EVA202504104,SOL202506393,1048,BEC003,REG00003,25.0,1007.94,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_01,2025-02-07,2025-02-07
EVA202504105,SOL202506394,197,BEC004,REG00021,100.0,2561.82,APROBADA,Aprobada por comité de becas,ADM_BECAS_08,2025-02-02,2025-02-02
EVA202504106,SOL202506396,1258,BEC003,REG00005,0.0,0.0,CANCELADA,,ADM_BECAS_07,2025-02-13,2025-02-13
EVA202504107,SOL202506398,6080,BEC003,REG00002,40.0,980.36,APROBADA,Aprobada por comité de becas,ADM_BECAS_04,2025-02-12,2025-02-12
EVA202504108,SOL202506399,7092,BEC003,REG00005,0.0,0.0,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_02,2025-02-28,2025-02-28
EVA202504109,SOL202506400,3999,BEC004,REG00021,100.0,3001.98,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_06,2025-02-14,2025-02-14
EVA202504110,SOL202506401,5674,BEC004,REG00021,0.0,0.0,RECHAZADA,No cumple promedio mínimo requerido,ADM_BECAS_05,2025-02-13,2025-02-13
EVA202504111,SOL202506402,3864,BEC003,REG00003,25.0,308.08,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_08,2025-03-14,2025-03-14
EVA202504112,SOL202506404,4481,BEC002,REG00041,0.0,0.0,RECHAZADA,No cumple promedio mínimo requerido,ADM_BECAS_08,2025-03-09,2025-03-09
EVA202504113,SOL202506405,937,BEC003,REG00003,25.0,1166.6,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_06,2025-02-16,2025-02-16
EVA202504114,SOL202506406,7317,BEC003,REG00002,0.0,0.0,CANCELADA,,ADM_BECAS_10,2025-02-26,2025-02-26
EVA202504115,SOL202506407,5828,BEC003,REG00003,25.0,864.8,APROBADA,Aprobada por comité de becas,ADM_BECAS_07,2025-03-04,2025-03-04
EVA202504116,SOL202506408,6919,BEC002,REG00041,30.0,1001.86,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_01,2025-02-27,2025-02-27
EVA202504117,SOL202506409,7271,BEC003,REG00005,0.0,0.0,RECHAZADA,No cumple promedio mínimo requerido,ADM_BECAS_05,2025-03-07,2025-03-07
EVA202504118,SOL202506410,3934,BEC003,REG00005,0.0,0.0,APROBADA,Cumple criterios establecidos,ADM_BECAS_05,2025-02-06,2025-02-06
EVA202504119,SOL202506412,2192,BEC004,REG00021,100.0,1290.91,APROBADA,Documentación completa y verificada,ADM_BECAS_04,2025-03-02,2025-03-02
EVA202504120,SOL202506413,6872,BEC003,REG00002,0.0,0.0,RECHAZADA,Documentación incompleta,ADM_BECAS_04,2025-03-07,2025-03-07
EVA202504121,SOL202506414,5747,BEC003,REG00004,10.0,388.52,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_05,2025-02-16,2025-02-16
EVA202504122,SOL202506415,8401,BEC004,REG00024,0.0,0.0,RECHAZADA,Ingreso familiar supera el tope establecido,ADM_BECAS_07,2025-02-17,2025-02-17
EVA202504123,SOL202506416,5700,BEC004,REG00021,0.0,0.0,RECHAZADA,No se encuentra en estatus activo,ADM_BECAS_03,2025-02-08,2025-02-08
EVA202504124,SOL202506417,5752,BEC001,REG00037,100.0,4377.8,APROBADA,Documentación completa y verificada,ADM_BECAS_05,2025-02-01,2025-02-01
EVA202504125,SOL202506418,9200,BEC002,REG00041,0.0,0.0,CANCELADA,,ADM_BECAS_08,2025-02-28,2025-02-28
EVA202504126,SOL202506419,3991,BEC004,REG00021,0.0,0.0,RECHAZADA,No se encuentra en estatus activo,ADM_BECAS_04,2025-02-04,2025-02-04
EVA202504127,SOL202506420,3638,BEC002,REG00041,30.0,714.21,APROBADA,Aprobada por comité de becas,ADM_BECAS_06,2025-02-01,2025-02-01
EVA202504128,SOL202506421,4968,BEC003,REG00002,40.0,1579.94,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_08,2025-02-28,2025-02-28
EVA202504129,SOL202506422,7724,BEC004,REG00024,25.0,889.22,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_05,2025-02-12,2025-02-12
EVA202504130,SOL202506424,2473,BEC002,REG00041,30.0,535.28,APROBADA,Cumple criterios establecidos,ADM_BECAS_10,2025-02-01,2025-02-01
EVA202504131,SOL202506425,5382,BEC004,REG00024,0.0,0.0,RECHAZADA,Cuenta con materias reprobadas,ADM_BECAS_08,2025-02-23,2025-02-23
EVA202504132,SOL202506426,342,BEC003,REG00004,10.0,297.67,APROBADA,Cumple criterios establecidos,ADM_BECAS_03,2025-03-09,2025-03-09
EVA202504133,SOL202506428,5834,BEC004,REG00021,100.0,2088.21,APROBADA,Documentación completa y verificada,ADM_BECAS_06,2025-03-04,2025-03-04
EVA202504134,SOL202506429,3353,BEC001,REG00037,100.0,4072.38,APROBADA,Aprobada por comité de becas,ADM_BECAS_08,2025-02-26,2025-02-26
EVA202504135,SOL202506431,4494,BEC003,REG00003,0.0,0.0,RECHAZADA,No cumple promedio mínimo requerido,ADM_BECAS_03,2025-03-05,2025-03-05
EVA202504136,SOL202506433,567,BEC003,REG00001,0.0,0.0,RECHAZADA,No se encuentra en estatus activo,ADM_BECAS_05,2025-02-14,2025-02-14
EVA202504137,SOL202506434,7394,BEC002,REG00041,30.0,1089.84,APROBADA,Aprobada por comité de becas,ADM_BECAS_03,2025-03-15,2025-03-15
EVA202504138,SOL202506435,8084,BEC002,REG00041,0.0,0.0,RECHAZADA,No se encuentra en estatus activo,ADM_BECAS_01,2025-02-21,2025-02-21
EVA202504139,SOL202506438,8954,BEC003,REG00004,10.0,434.47,APROBADA,Aprobada por comité de becas,ADM_BECAS_08,2025-02-15,2025-02-15
EVA202504140,SOL202506440,4467,BEC004,REG00021,100.0,3610.14,APROBADA,Cumple criterios establecidos,ADM_BECAS_05,2025-02-24,2025-02-24
EVA202504141,SOL202506441,854,BEC002,REG00041,30.0,1177.82,APROBADA,Aprobada por comité de becas,ADM_BECAS_05,2025-02-20,2025-02-20
EVA202504142,SOL202506442,9705,BEC003,REG00003,25.0,513.8,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_06,2025-03-05,2025-03-05
EVA202504143,SOL202506444,9850,BEC003,REG00005,0.0,0.0,RECHAZADA,No se encuentra en estatus activo,ADM_BECAS_07,2025-02-21,2025-02-21
EVA202504144,SOL202506445,7857,BEC004,REG00021,0.0,0.0,RECHAZADA,Cuenta con materias reprobadas,ADM_BECAS_05,2025-03-12,2025-03-12
EVA202504145,SOL202506447,6963,BEC004,REG00021,100.0,4647.25,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_03,2025-02-26,2025-02-26
EVA202504146,SOL202506450,663,BEC004,REG00021,100.0,2832.88,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_07,2025-02-17,2025-02-17
EVA202504147,SOL202506451,6764,BEC004,REG00021,100.0,2408.74,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_10,2025-02-01,2025-02-01
EVA202504148,SOL202506455,9049,BEC003,REG00003,0.0,0.0,RECHAZADA,No se encuentra en estatus activo,ADM_BECAS_06,2025-03-01,2025-03-01
EVA202504149,SOL202506456,4582,BEC004,REG00021,0.0,0.0,RECHAZADA,No cumple promedio mínimo requerido,ADM_BECAS_06,2025-02-09,2025-02-09
EVA202504150,SOL202506457,6725,BEC003,REG00002,40.0,1855.03,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_10,2025-02-17,2025-02-17
EVA202504151,SOL202506459,93,BEC004,REG00021,0.0,0.0,RECHAZADA,Documentación incompleta,ADM_BECAS_08,2025-02-10,2025-02-10
EVA202504152,SOL202506460,4352,BEC004,REG00021,100.0,2006.33,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_05,2025-03-05,2025-03-05
EVA202504153,SOL202506463,4200,BEC002,REG00041,0.0,0.0,RECHAZADA,No cumple promedio mínimo requerido,ADM_BECAS_10,2025-03-09,2025-03-09
EVA202504154,SOL202506464,8335,BEC003,REG00004,10.0,351.7,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_10,2025-02-19,2025-02-19
EVA202504155,SOL202506465,9332,BEC004,REG00021,100.0,2392.71,APROBADA,Cumple criterios establecidos,ADM_BECAS_04,2025-03-13,2025-03-13
EVA202504156,SOL202506466,7876,BEC001,REG00037,0.0,0.0,RECHAZADA,Documentación incompleta,ADM_BECAS_06,2025-03-09,2025-03-09
EVA202504157,SOL202506467,5344,BEC003,REG00005,0.0,0.0,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_01,2025-02-19,2025-02-19
EVA202504158,SOL202506468,6991,BEC003,REG00002,40.0,1894.38,APROBADA,Cumple criterios establecidos,ADM_BECAS_07,2025-02-18,2025-02-18
EVA202504159,SOL202506469,1031,BEC002,REG00041,0.0,0.0,RECHAZADA,No cumple promedio mínimo requerido,ADM_BECAS_07,2025-02-20,2025-02-20
EVA202504160,SOL202506470,3002,BEC003,REG00004,0.0,0.0,RECHAZADA,Documentación incompleta,ADM_BECAS_05,2025-02-14,2025-02-14
EVA202504161,SOL202506471,8524,BEC001,REG00037,0.0,0.0,RECHAZADA,Ya cuenta con beca vigente del mismo tipo,ADM_BECAS_03,2025-02-22,2025-02-22
EVA202504162,SOL202506473,8123,BEC004,REG00022,75.0,2433.02,APROBADA,Documentación completa y verificada,ADM_BECAS_03,2025-02-24,2025-02-24
EVA202504163,SOL202506474,6140,BEC004,REG00021,0.0,0.0,RECHAZADA,Cuenta con materias reprobadas,ADM_BECAS_02,2025-03-02,2025-03-02
EVA202504164,SOL202506475,10139,BEC001,REG00037,100.0,1213.81,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_10,2025-02-07,2025-02-07
EVA202504165,SOL202506476,2814,BEC002,REG00041,30.0,752.51,APROBADA,Aprobada por comité de becas,ADM_BECAS_08,2025-02-09,2025-02-09
EVA202504166,SOL202506477,5489,BEC004,REG00023,50.0,684.41,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_07,2025-02-03,2025-02-03
EVA202504167,SOL202506478,8202,BEC004,REG00021,100.0,3205.38,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_08,2025-03-03,2025-03-03
EVA202504168,SOL202506479,122,BEC004,REG00021,100.0,2105.58,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_01,2025-02-26,2025-02-26
EVA202504169,SOL202506480,5185,BEC004,REG00021,100.0,2368.65,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_02,2025-02-09,2025-02-09
EVA202504170,SOL202506481,8770,BEC004,REG00021,100.0,1406.09,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_10,2025-03-14,2025-03-14
EVA202504171,SOL202506482,3036,BEC004,REG00021,100.0,1941.67,APROBADA,Documentación completa y verificada,ADM_BECAS_10,2025-02-09,2025-02-09
EVA202504172,SOL202506483,3081,BEC004,REG00021,0.0,0.0,RECHAZADA,Ingreso familiar supera el tope establecido,ADM_BECAS_04,2025-02-14,2025-02-14
EVA202504173,SOL202506484,5684,BEC004,REG00021,100.0,4812.96,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_07,2025-02-21,2025-02-21
EVA202504174,SOL202506485,9920,BEC002,REG00041,0.0,0.0,RECHAZADA,No se encuentra en estatus activo,ADM_BECAS_08,2025-02-28,2025-02-28
EVA202504175,SOL202506486,9058,BEC004,REG00021,100.0,3813.09,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_04,2025-03-08,2025-03-08
EVA202504176,SOL202506487,6756,BEC002,REG00041,0.0,0.0,RECHAZADA,Documentación incompleta,ADM_BECAS_08,2025-02-25,2025-02-25
EVA202504177,SOL202506488,2274,BEC003,REG00005,0.0,0.0,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_10,2025-02-27,2025-02-27
EVA202504178,SOL202506489,4950,BEC003,REG00004,0.0,0.0,RECHAZADA,Ingreso familiar supera el tope establecido,ADM_BECAS_07,2025-03-09,2025-03-09
EVA202504179,SOL202506490,9565,BEC004,REG00021,100.0,3587.12,APROBADA,Cumple criterios establecidos,ADM_BECAS_09,2025-02-24,2025-02-24
EVA202504180,SOL202506491,236,BEC004,REG00021,0.0,0.0,RECHAZADA,Documentación incompleta,ADM_BECAS_03,2025-02-09,2025-02-09
EVA202504181,SOL202506492,9924,BEC002,REG00041,30.0,703.02,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_07,2025-02-06,2025-02-06
EVA202504182,SOL202506493,560,BEC004,REG00021,100.0,1864.93,APROBADA,Perfil validado satisfactoriamente,ADM_BECAS_02,2025-03-07,2025-03-07
EVA202504183,SOL202506494,6527,BEC003,REG00004,10.0,359.48,APROBADA,Documentación completa y verificada,ADM_BECAS_06,2025-02-22,2025-02-22
EVA202504184,SOL202506495,9273,BEC003,REG00002,40.0,1139.54,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_04,2025-02-03,2025-02-03
EVA202504185,SOL202506496,8875,BEC004,REG00021,100.0,2856.35,APROBADA,Aprobada por comité de becas,ADM_BECAS_04,2025-02-15,2025-02-15
EVA202504186,SOL202506498,3117,BEC002,REG00041,0.0,0.0,RECHAZADA,No cumple promedio mínimo requerido,ADM_BECAS_06,2025-03-14,2025-03-14
EVA202504187,SOL202506500,6817,BEC002,REG00041,0.0,0.0,RECHAZADA,No se encuentra en estatus activo,ADM_BECAS_09,2025-03-11,2025-03-11
EVA202504188,SOL202506501,2333,BEC002,REG00041,0.0,0.0,RECHAZADA,Cuenta con materias reprobadas,ADM_BECAS_10,2025-02-15,2025-02-15
EVA202504189,SOL202506502,6554,BEC002,REG00041,0.0,0.0,RECHAZADA,No se encuentra en estatus activo,ADM_BECAS_01,2025-03-01,2025-03-01
EVA202504190,SOL202506504,6633,BEC004,REG00021,100.0,3022.95,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_09,2025-03-08,2025-03-08
EVA202504191,SOL202506506,6671,BEC004,REG00021,0.0,0.0,CANCELADA,,ADM_BECAS_07,2025-02-28,2025-02-28
EVA202504192,SOL202506507,6746,BEC003,REG00004,10.0,439.36,APROBADA,Aprobada por comité de becas,ADM_BECAS_02,2025-03-05,2025-03-05
EVA202504193,SOL202506508,2356,BEC004,REG00021,0.0,0.0,RECHAZADA,Ya cuenta con beca vigente del mismo tipo,ADM_BECAS_05,2025-03-01,2025-03-01
EVA202504194,SOL202506509,5305,BEC004,REG00021,0.0,0.0,RECHAZADA,Ya cuenta con beca vigente del mismo tipo,ADM_BECAS_06,2025-03-01,2025-03-01
EVA202504195,SOL202506510,6784,BEC003,REG00003,0.0,0.0,CANCELADA,,ADM_BECAS_08,2025-02-25,2025-02-25
EVA202504196,SOL202506512,8503,BEC003,REG00003,0.0,0.0,RECHAZADA,Ingreso familiar supera el tope establecido,ADM_BECAS_09,2025-03-03,2025-03-03
EVA202504197,SOL202506513,6584,BEC004,REG00021,0.0,0.0,CANCELADA,,ADM_BECAS_08,2025-02-25,2025-02-25
EVA202504198,SOL202506514,4688,BEC003,REG00004,0.0,0.0,CANCELADA,,ADM_BECAS_06,2025-03-06,2025-03-06
EVA202504199,SOL202506515,9717,BEC004,REG00021,100.0,2407.68,APROBADA,Documentación completa y verificada,ADM_BECAS_02,2025-02-06,2025-02-06
EVA202504200,SOL202506516,9379,BEC003,REG00003,0.0,0.0,RECHAZADA,Ingreso familiar supera el tope establecido,ADM_BECAS_05,2025-02-08,2025-02-08
EVA202504201,SOL202506517,9472,BEC002,REG00041,0.0,0.0,RECHAZADA,Ya cuenta con beca vigente del mismo tipo,ADM_BECAS_04,2025-02-26,2025-02-26
EVA202504202,SOL202506518,1135,BEC003,REG00004,10.0,412.3,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_10,2025-02-05,2025-02-05
EVA202504203,SOL202506520,6921,BEC004,REG00021,0.0,0.0,CANCELADA,,ADM_BECAS_03,2025-02-10,2025-02-10
EVA202504204,SOL202506523,1835,BEC004,REG00021,100.0,2399.25,APROBADA,Cumple criterios establecidos,ADM_BECAS_08,2025-02-13,2025-02-13
EVA202504205,SOL202506524,6463,BEC003,REG00001,0.0,0.0,CANCELADA,,ADM_BECAS_03,2025-02-10,2025-02-10
EVA202504206,SOL202506525,6754,BEC004,REG00021,100.0,4944.13,APROBADA,Cumple criterios establecidos,ADM_BECAS_01,2025-03-01,2025-03-01
EVA202504207,SOL202506528,8994,BEC002,REG00041,0.0,0.0,RECHAZADA,No se encuentra en estatus activo,ADM_BECAS_04,2025-02-02,2025-02-02
EVA202504208,SOL202506529,7040,BEC003,REG00003,25.0,795.31,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_10,2025-02-27,2025-02-27
EVA202504209,SOL202506530,2817,BEC004,REG00021,100.0,4792.96,APROBADA,Documentación completa y verificada,ADM_BECAS_09,2025-02-01,2025-02-01
EVA202504210,SOL202506531,5774,BEC004,REG00021,0.0,0.0,CANCELADA,,ADM_BECAS_04,2025-03-02,2025-03-02
EVA202504211,SOL202506532,554,BEC003,REG00002,40.0,718.1,APROBADA,Cumple requisitos académicos y socioeconómicos,ADM_BECAS_04,2025-02-28,2025-02-28
