CVE_SOLICITUD,SID,MATRICULA,CVE_BECA,PERIODO,MOTIVO,INGRESO_FAMILIAR,NUM_DEPENDIENTES,TRABAJA,HORAS_TRABAJO,ESTADO_SOLICITUD,FECHA_SOLICITUD,FECHA_ACT
SOL202505762,3607,2022A03607,BEC004,2025CA,Mi familia depende económicamente de mí y de mi preparación profesional,11900.13,4,True,48,RECHAZADA,2025-02-28,2025-03-06
SOL202505763,8333,2021C08333,BEC002,2025CA,Mi situación económica ha empeorado considerablemente,9996.79,5,True,35,PENDIENTE,2025-01-19,2025-02-26
SOL202505764,2797,2018A02797,BEC002,2024CC,Mi padre perdió su empleo y necesitamos apoyo urgente,14898.29,1,True,48,RECHAZADA,2025-01-28,2025-01-27
SOL202505765,7735,2025A07735,BEC004,2024CC,Mi comunidad de origen tiene pocas oportunidades y estudiar es mi salida,3705.34,1,False,0,RECHAZADA,2024-11-14,2025-01-28
SOL202505766,6154,2020A06154,BEC004,2025CA,Soy el sostén de mi familia y necesito apoyo para seguir estudiando,6091.86,6,True,30,CANCELADA,2024-12-21,2025-01-02
SOL202505767,6673,2024B06673,BEC004,2025CA,Necesito la beca para poder dedicarme de tiempo completo a mis estudios,N/A,5,False,0,EN_REVISION,2025-02-15,2025-02-08
SOL202505768,6545,2024A06545,BEC004,2024CC,Mi madre es la única proveedora y su ingreso no cubre todo,8606.01,6,True,20,EN_REVISION,2025-02-20,2025-02-18
SOL202505769,1502,2024C01502,BEC003,2025CA,Mi familia depende económicamente de mí y de mi preparación profesional,3026.41,5,True,25,CANCELADA,2025-01-24,2025-02-09
SOL202505770,8136,2022C08136,BEC003,2025CA,Tengo buen promedio y quiero mantener mi beca por méritos,5851.24,3,False,0,APROBADA,2025-01-02,01/25/2025
SOL202505771,7444,2021A07444,BEC004,2024CC,Mi padre perdió su empleo y necesitamos apoyo urgente,7433.9,6,True,40,RECHAZADA,2025-01-19,2025-02-25
SOL202505772,3285,2024A03285,BEC004,2024CC,Necesito la beca para poder dedicarme de tiempo completo a mis estudios,3448.5,5,True,35,RECHAZADA,2025-01-02,2025-02-13
SOL202505773,1834,2025C01834,BEC003,2025CA,Mi comunidad de origen tiene pocas oportunidades y estudiar es mi salida,6737.87,6,False,0,EN_REVISION,2025-01-31,2025-01-18
SOL202505774,2767,2021A02767,BEC003,2025CA,Mi familia depende económicamente de mí y de mi preparación profesional,10342.83,5,True,15,CANCELADA,2025-02-19,2025/02/11
SOL202505775,8999,2024C08999,BEC004,2025CA,Tengo hermanos menores que también necesitan apoyo escolar,13939.18,3,NO,0,RECHAZADA,2025-02-08,2025-02-22
SOL202505776,3056,2024C03056,BEC004,2025CA,La beca me permitiría dejar de trabajar en horarios nocturnos,7298.0,2,False,0,RECHAZADA,2025-02-07,2025-02-05
SOL202505777,3267,2024B03267,BEC002,2024CC,Vivo lejos de la escuela y el gasto de transporte es muy alto,4375.36,5,False,0,EN_REVISION,2024-12-06,2025-02-19
SOL202505778,7472,2025C07472,BEC003,2024CC,Mi madre es la única proveedora y su ingreso no cubre todo,4396.1,1,False,0,PENDIENTE,2024-12-01,2025-01-08
SOL202505779,6051,2022B06051,BEC004,2025CA,Necesito apoyo económico para continuar mis estudios,12306.36,1,True,35,APROBADA,2025-01-03,2025-02-24
SOL202505780,8195,2024B08195,BEC004,2024CC,Mi comunidad de origen tiene pocas oportunidades y estudiar es mi salida,5351.59,5,False,0,EN_REVISION,2025-01-06,2025-01-24
SOL202505781,4115,2021A04115,BEC004,2024CC,Tengo buen promedio y quiero mantener mi beca por méritos,9038.33,3,False,0,APROBADA,2024-12-30,2025-02-03
SOL202505782,1052,2023A01052,BEC003,2025CA,Tengo buen promedio y quiero mantener mi beca por méritos,4622.64,1,False,0,RECHAZADA,2024-11-16,2025-02-20
SOL202505783,10162,2022A10162,BEC003,2025CA,Quiero aprovechar al máximo esta oportunidad educativa,6251.78,2,False,30,EN_REVISION,2025-02-03,2025-02-09
SOL202505784,2657,2022C02657,BEC003,2024CC,Los gastos médicos familiares han reducido nuestro ingreso disponible,13985.48,6,False,0,APROBADA,2024-12-15,2025-02-13
SOL202505785,9951,2023C09951,BEC004,2025CA,Mi padre perdió su empleo y necesitamos apoyo urgente,NULL,2,False,0,EN_REVISION,2024-12-16,2025-02-19
SOL202505786,3269,2025B03269,BEC004,2025CA,Los gastos médicos familiares han reducido nuestro ingreso disponible,3749.04,2,False,0,APROBADA,2024-11-24,2025-02-08
SOL202505787,10228,2019B10228,BEC003,2025CA,Necesito la beca para poder dedicarme de tiempo completo a mis estudios,21538.86,2,False,0,APROBADA,2024-11-02,2025-01-20
SOL202505788,231,2023C00231,BEC004,2025CA,Mi situación económica ha empeorado considerablemente,2500,3,False,48,PENDIENTE,2025-01-03,2025-03-11
SOL202505789,8030,2024C08030,BEC003,2025CA,Necesito apoyo económico para continuar mis estudios ,6883.87,7,False,0,PENDIENTE,2025-02-27,2025-01-27
SOL202505790,9982,2020B09982,BEC002,2024CC,Mi familia no cuenta con los recursos suficientes para cubrir la colegiatura,29529.39,5,False,0,PENDIENTE,2024-12-19,2025-02-26
SOL202505791,7000,2025C07000,BEC001,2024CC,Tengo buen promedio y quiero mantener mi beca por méritos,5895.44,1,False,0,RECHAZADA,2024-12-14,2025-01-04
SOL202505792,9031,2023A09031,BEC004,2025CA,Quiero aprovechar al máximo esta oportunidad educativa,21994.52,6,False,0,APROBADA,2024-11-30,2025-03-13
SOL202505793,9824,2021C09824,BEC004,2025CA,Mi familia no cuenta con los recursos suficientes para cubrir la colegiatura,5690.33,1,False,0,RECHAZADA,2025-01-13,2025-02-13
SOL202505794,4548,2025B04548,BEC001,2024CC,Mi madre es la única proveedora y su ingreso no cubre todo,16240.38,3,False,0,PENDIENTE,2025-01-24,2025-03-07
SOL202505795,924,2023C00924,BEC002,2025CA,Necesito la beca para poder dedicarme de tiempo completo a mis estudios,4611.39,4,SI,0,APROBADA,2024-12-27,2025-02-28
SOL202505796,799,2023A00799,BEC002,2024CC,Quiero aprovechar al máximo esta oportunidad educativa,9675.05,3,True,25,EN_REVISION,2024-12-02,2025-02-23
SOL202505797,4202,2022B04202,BEC004,2025CA,Vivo lejos de la escuela y el gasto de transporte es muy alto,17295.08,2,False,0,RECHAZADA,2025-01-25,2025-02-25
SOL202505798,1538,2020B01538,BEC003,2024CC,Mi padre perdió su empleo y necesitamos apoyo urgente,5588.54,3,False,0,PENDIENTE,2024-11-17,2025-01-13
SOL202505799,3866,2021C03866,BEC004,2025CA,Estoy a punto de abandonar la escuela por falta de recursos,6605.69,2,False,0,APROBADA,2024-11-17,2025-02-02
SOL202505800,5646,2019B05646,BEC003,2024CC,Los gastos médicos familiares han reducido nuestro ingreso disponible,6840.48,4,False,0,PENDIENTE,2024-12-08,2025-01-08
SOL202505801,2974,2022A02974,BEC003,2025CA,Necesito apoyo económico para continuar mis estudios,3714.42,1,True,35,RECHAZADA,2025-01-29,2025-02-01
SOL202505802,3400,2025B03400,BEC001,2025CA,Vivo lejos de la escuela y el gasto de transporte es muy alto,9084.92,6,True,15,APROBADA,2025-01-24,2025-02-19
SOL202505803,10106,2025A10106,BEC001,2025CA,Trabajo medio tiempo y aún así no me alcanza para cubrir gastos escolares,5678.53,2,True,10,EN_REVISION,2024-12-26,2025/01/15
SOL202505804,4571,2019B04571,BEC002,2024CC,Soy el sostén de mi familia y necesito apoyo para seguir estudiando,11333.81,2,True,30,APROBADA,2025-01-10,2025-03-04
SOL202505805,4660,2021B04660,BEC003,2025CA,soy el sostén de mi familia y necesito apoyo para seguir estudiando,6659.58,7,False,0,EN_REVISION,2024-11-26,2025-02-26
SOL202505806,6504,2025A06504,BEC001,2024CC,Mi familia no cuenta con los recursos suficientes para cubrir la colegiatura,3435.61,4,True,20,EN_REVISION,2025-02-16,2025-02-12
SOL202505807,525,2020B00525,BEC004,2025CA,Mi comunidad de origen tiene pocas oportunidades y estudiar es mi salida,12955.17,1,True,48,APROBADA,2024-11-09,2025-02-06
SOL202505808,1953,2024A01953,BEC004,2025CA,Tengo hermanos menores que también necesitan apoyo escolar,9694.4,1,False,0,EN_REVISION,2024-11-19,2025-03-13
SOL202505809,5276,2021C05276,BEC003,2024CC,Quiero aprovechar al máximo esta oportunidad educativa,6575.66,7,False,0,PENDIENTE,2024-11-29,2025-02-22
SOL202505810,3990,2018C03990,BEC004,2025CA,La beca me permitiría dejar de trabajar en horarios nocturnos,15447.86,3,True,40,APROBADA,2024-11-11,2025-01-08
SOL202505811,4359,2024B04359,BEC004,2025CA,Mi familia no cuenta con los recursos suficientes para cubrir la colegiatura,6224.17,4,True,10,APROBADA,2024-11-24,2025-02-15
SOL202505812,2551,2019B02551,BEC004,2024CC,Soy el sostén de mi familia y necesito apoyo para seguir estudiando,18655.32,4,False,0,APROBADA,2024-12-13,2025-02-07
SOL202505813,3596,2022A03596,BEC004,2024CC, La beca me permitiría dejar de trabajar en horarios nocturnos,15524.79,4,False,0,APROBADA,2024-12-26,2025-01-26
SOL202505814,8137,2023B08137,BEC004,2025CA,Los gastos médicos familiares han reducido nuestro ingreso disponible,18480.77,3,True,35,APROBADA,2025-02-20,2025-02-15
SOL202505815,1941,2025C01941,BEC001,2025CA,Vivo lejos de la escuela y el gasto de transporte es muy alto,2093.24 ,5,False,0,RECHAZADA,2025-01-07,2025-03-12
SOL202505816,8458,2021C08458,BEC003,2024CC,La beca me permitiría dejar de trabajar en horarios nocturnos,8526.81,4,True,15,APROBADA,2024-12-14,2025-02-12
SOL202505817,311,2018A00311,BEC002,2025CA,Tengo hermanos menores que también necesitan apoyo escolar,3840.83,3,True,20,EN_REVISION,2024-11-06,2025-03-13
SOL202505818,7091,2024A07091,BEC004,2024CC,Tengo buen promedio y quiero mantener mi beca por méritos,3569.52,4,False,0,PENDIENTE,2025-02-23,2025-01-29
SOL202505819,6679,2024A06679,BEC003,2025CA,Trabajo medio tiempo y aún así no me alcanza para cubrir gastos escolares,5968.64,7,False,0,EN_REVISION,2025-02-01,2025-02-27
SOL202505820,2493,2023A02493,BEC004,2025CA,Quiero aprovechar al máximo esta oportunidad educativa,4553.77,1,True,48,RECHAZADA,2024-11-04,2025-01-11
SOL202505821,9887,2024A09887,BEC003,2025CA,Los gastos médicos familiares han reducido nuestro ingreso disponible,10053.41,5,False,0,EN_REVISION,2024-12-26,2025-03-15
SOL202505822,3942,2018A03942,BEC004,2025CA,mi madre es la única proveedora y su ingreso no cubre todo,16241.32,3,False,0,EN_REVISION,2024-11-07,2025-02-05
SOL202505823,642,2025B00642,BEC004,2025CA,Estoy a punto de abandonar la escuela por falta de recursos,5904.62,5,True,20,RECHAZADA,2025-01-18,2025-01-17
SOL202505824,7227,2019C07227,BEC004,2024CC,Los gastos médicos familiares han reducido nuestro ingreso disponible,3765.23,4,False,0,APROBADA,2024-11-12,2025-01-16
SOL202505825,8154,2023A08154,BEC004,2025CA,Mi situación económica ha empeorado considerablemente,14732.78,5,True,25,CANCELADA,2024-12-06,2025-01-23
SOL202505826,5408,2022B05408,BEC003,2024CC,Soy el sostén de mi familia y necesito apoyo para seguir estudiando,4719.19,6,False,0,EN_REVISION,2025-02-15,2025-02-19
SOL202505827,9014,2023C09014,BEC004,2025CA,Mi comunidad de origen tiene pocas oportunidades y estudiar es mi salida,5579.6,4,False,0,APROBADA,2024-12-16,2025-01-10
SOL202505828,6658,2019A06658,BEC004,2025CA,Soy el sostén de mi familia y necesito apoyo para seguir estudiando,14096.34,4,False,0,APROBADA,2024-12-21,2025-03-10
SOL202505829,2848,2020C02848,BEC004,2025CA,Quiero ser el primero en mi familia en terminar una carrera,17540.52,7,True,30,RECHAZADA,2025-01-13,2025-01-13
SOL202505830,5198,2020C05198,BEC004,2025CA,Tengo hermanos menores que también necesitan apoyo escolar,5222.94,2,False,0,EN_REVISION,2024-11-22,2025-03-05
SOL202505831,8609,2018B08609,BEC004,2025CA,Vengo de una zona rural y los costos en la ciudad son muy altos,5906.21,2,True,25,PENDIENTE,2025-02-08,2025-02-24
SOL202505832,9470,2019C09470,BEC004,2025CA,Quiero ser el primero en mi familia en terminar una carrera,6280.2,3,0,0,PENDIENTE,2024-12-11,2025-03-09
SOL202505833,6398,2021A06398,BEC004,2024CC,Tengo buen promedio y quiero mantener mi beca por méritos,13612.2,1,True,0,EN_REVISION,2024-12-31,2025-01-27
SOL202505834,9276,2018C09276,BEC002,2025CA,Necesito apoyo económico para continuar mis estudios,7430.62,2,True,10,EN_REVISION,2024-11-11,2025-01-20
SOL202505835,5666,2022C05666,BEC003,2025CA,Soy madre soltera y necesito apoyo para continuar mi formación,14600.02,2,False,0,RECHAZADA,2024-11-14,2025-01-03
SOL202505836,1495,2023C01495,BEC003,2025CA,Mi familia no cuenta con los recursos suficientes para cubrir la colegiatura,23528.88,8,True,15,RECHAZADA,2024-11-06,2025-02-08
SOL202505837,5152,2020B05152,BEC004,2024CC,Mi padre perdió su empleo y necesitamos apoyo urgente,,2,True,35,APROBADA,2024-11-10,2025-02-27
SOL202505838,3141,2021B03141,BEC003,2025CA,Los gastos médicos familiares han reducido nuestro ingreso disponible,9109.02,1,False,0,APROBADA,2025-02-23,2025-02-17
SOL202505839,6772,2023A06772,BEC003,2024CC,Necesito la beca para poder dedicarme de tiempo completo a mis estudios,7909.23,7,False,0,EN_REVISION,2025-02-15,2025-01-11
SOL202505840,396,2024A00396,BEC004,2025CA,Quiero aprovechar al máximo esta oportunidad educativa,3631.78,8,False,0,RECHAZADA,2024-11-24,2025-01-23
SOL202505841,1068,2020C01068,BEC004,2024CC,Vengo de una zona rural y los costos en la ciudad son muy altos,5558.72,2,False,0,APROBADA,2025-02-01,2025-03-04
SOL202505842,2140,2021C02140,BEC003,2025CA,Quiero ser el primero en mi familia en terminar una carrera,-,3,False,0,APROBADA,2024-11-21,2025-02-13
SOL202505843,7149,2023B07149,BEC004,2025CA,Trabajo medio tiempo y aún así no me alcanza para cubrir gastos escolares,6169.51,2,True,25,APROBADA,2024-12-16,2025-03-07
SOL202505844,5744,2025A05744,BEC003,2025CA,Mi situación económica ha empeorado considerablemente,8815.34,4,False,0,EN_REVISION,2024-12-13,2025-01-19
SOL202505845,2616,2023A02616,BEC004,2025CA,Quiero aprovechar al máximo esta oportunidad educativa,8654.27,7,False,0,EN_REVISION,2025-01-23,2025-01-23
SOL202505846,1828,2021A01828,BEC003,2024CC,Mi situación económica ha empeorado considerablemente,4208.77,2,False,0,APROBADA,2025-02-08,2025-01-15
SOL202505847,2580,2023C02580,BEC004,2025CA,Necesito apoyo económico para continuar mis estudios,9985.53,3,True,20,APROBADA,2024-12-24,2025-02-24
SOL202505848,2334,2019B02334,BEC003,2024CC,Quiero aprovechar al máximo esta oportunidad educativa,3762.15,2,False,0,EN_REVISION,2025-02-05,2025-01-23
SOL202505849,6148,2021A06148,BEC002,2025CA,Estoy a punto de abandonar la escuela por falta de recursos,5395.79,3,True,15,RECHAZADA,2025-01-09,2025-02-12
SOL202505850,7451,2022C07451,BEC004,2025CA,Soy madre soltera y necesito apoyo para continuar mi formación,7412.02,2,True,25,APROBADA,2025-02-02,2025-02-16
SOL202505851,6039,2022C06039,BEC003,2025CA,Mi madre es la única proveedora y su ingreso no cubre todo,6932.14,7,True,48,EN_REVISION,2024-12-14,2025-01-09
SOL202505852,3527,2023A03527,BEC004,2025CA,Mi familia no cuenta con los recursos suficientes para cubrir la colegiatura,10839.18,6,True,48,RECHAZADA,2025-01-02,2025-03-13
SOL202505853,1843,2024A01843,BEC004,2024CC,Mi familia depende económicamente de mí y de mi preparación profesional,12246.42,3,False,15,APROBADA,2025-01-25,2025-02-05
SOL202505854,2835,2023C02835,BEC004,2024CC,Mi familia no cuenta con los recursos suficientes para cubrir la colegiatura,4351.75,8,False,0,RECHAZADA,2025-02-13,2025-02-12
SOL202505855,7568,2024A07568,BEC003,2025CA,Quiero ser el primero en mi familia en terminar una carrera,4118.44,3,False,0,RECHAZADA,2024-12-22,2025-02-14
SOL202505856,2227,2023C02227,BEC003,2024CC,Mi madre es la única proveedora y su ingreso no cubre todo ,5693.6,1,True,15,APROBADA,2024-12-09,2025-02-12
SOL202505857,4443,2020B04443,BEC003,2025CA,Necesito apoyo económico para continuar mis estudios,15917.29,6,True,35,EN_REVISION,2024-12-16,2025-01-25
SOL202505858,670,2023B00670,BEC003,2024CC,Vengo de una zona rural y los costos en la ciudad son muy altos,10053.76,2,True,25,EN_REVISION,2025-02-05,2025-02-03
SOL202505859,552,2024A00552,BEC003,2024CC,Soy el sostén de mi familia y necesito apoyo para seguir estudiando,5860.29,3,True,40,EN_REVISION,2025-02-25,2025-03-02
SOL202505860,8324,2023B08324,BEC004,2025CA,Tengo hermanos menores que también necesitan apoyo escolar,56305.7,2,False,0,RECHAZADA,2024-12-10,2025-02-21
SOL202505861,7240,2018C07240,BEC004,2024CC,Tengo buen promedio y quiero mantener mi beca por méritos,2500,3,True,15,APROBADA,2025-01-24,2025-01-17
SOL202505862,839,2023A00839,BEC004,2025CA,Necesito la beca para poder dedicarme de tiempo completo a mis estudios,3435.11,3,False,0,EN_REVISION,2025-01-30,2025-03-15
SOL202505863,6598,2024B06598,BEC004,2024CC,Necesito apoyo económico para continuar mis estudios,6085.81,1,False,0,APROBADA,2024-11-07,2025-01-25
SOL202505864,9629,2021B09629,BEC004,2025CA,Los gastos médicos familiares han reducido nuestro ingreso disponible,6012.02,2,False,0,APROBADA,2024-11-11,2025-01-21
SOL202505865,4055,2024A04055,BEC004,2025CA,Mi familia depende económicamente de mí y de mi preparación profesional,6063.79,2,True,25,EN_REVISION,2024-11-25,2025-01-06
SOL202505866,5990,2022A05990,BEC004,2025CA,Mi padre perdió su empleo y necesitamos apoyo urgente,2518.44,3,False,0,APROBADA,2024-11-08,2025-02-15
SOL202505867,8507,2024C08507,BEC004,2024CC,VENGO DE UNA ZONA RURAL Y LOS COSTOS EN LA CIUDAD SON MUY ALTOS,18113.67,1,False,0,PENDIENTE,2024-12-20,2025-02-27
SOL202505868,2035,2021C02035,BEC004,2025CA,Estoy a punto de abandonar la escuela por falta de recursos,5986.09,3,True,30,EN_REVISION,2024-11-07,2025-01-02
SOL202505869,493,2024A00493,BEC003,2025CA,Vengo de una zona rural y los costos en la ciudad son muy altos,12606.23,1,False,0,APROBADA,2025-01-04,2025-02-19
SOL202505870,10368,2023B10368,BEC002,2025CA,Tengo buen promedio y quiero mantener mi beca por méritos,11469.76,6,False,0,APROBADA,2025-02-07,2025-03-05
SOL202505871,4440,2023C04440,BEC004,2025CA,Mi familia depende económicamente de mí y de mi preparación profesional,7973.19,1,True,35,EN_REVISION,2025-01-23,2025-01-01
SOL202505872,6765,2023A06765,BEC004,2024CC,Mi madre es la única proveedora y su ingreso no cubre todo,11395.82,3,False,0,APROBADA,2024-11-14,2025-01-20
SOL202505873,6493,2024B06493,BEC004,2024CC,Vengo de una zona rural y los costos en la ciudad son muy altos ,4338.45,2,True,20,PENDIENTE,2025-02-02,2025-02-15
SOL202505874,4810,2023C04810,BEC004,2025CA,Quiero aprovechar al máximo esta oportunidad educativa,5458.25,3,False,0,RECHAZADA,2025-01-23,2025-01-19
SOL202505875,4842,2019C04842,BEC004,2025CA,Vengo de una zona rural y los costos en la ciudad son muy altos,6530.39,2,True,35,PENDIENTE,2024-11-02,2025-03-12
SOL202505876,8146,2020B08146,BEC004,2025CA,Mi comunidad de origen tiene pocas oportunidades y estudiar es mi salida,6014.23,5,False,0,APROBADA,2025-01-30,2025-02-04
SOL202505877,2104,2024A02104,BEC003,2025CA,Soy madre soltera y necesito apoyo para continuar mi formación ,11673.25,3,False,0,RECHAZADA,2025-01-30,2025-01-12
SOL202505878,8470,2025A08470,BEC001,2025CA,Mi padre perdió su empleo y necesitamos apoyo urgente,2724.8,4,True,10,PENDIENTE,2025-02-02,2025-03-08
SOL202505879,9240,2022B09240,BEC004,2025CA,Tengo hermanos menores que también necesitan apoyo escolar,6722.62,4,False,0,RECHAZADA,2024-12-21,2025/01/15
SOL202505880,8418,2019A08418,BEC004,2025CA,Mi comunidad de origen tiene pocas oportunidades y estudiar es mi salida,6666.86,2,True,30,RECHAZADA,2024-11-15,2025-02-07
SOL202505881,9284,2025B09284,BEC002,2025CA,Los gastos médicos familiares han reducido nuestro ingreso disponible,4907.04,4,True,40,EN_REVISION,2024-11-12,2025-01-14
SOL202505882,2367,2019C02367,BEC004,2024CC,Necesito apoyo económico para continuar mis estudios,5607.92,4,False,0,APROBADA,2025-01-23,2025-02-27
SOL202505883,8231,2018A08231,BEC003,2024CC,Soy madre soltera y necesito apoyo para continuar mi formación,6716.72,2,False,0,EN_REVISION,2025-01-12,2025-01-30
SOL202505884,6993,2024A06993,BEC004,2025CA,Mi madre es la única proveedora y su ingreso no cubre todo,3556.5,4,True,30,APROBADA,2025-02-20,2025-01-30
SOL202505885,25,2022A00025,BEC004,2024CC,Mi comunidad de origen tiene pocas oportunidades y estudiar es mi salida,9687.99,3,True,0,RECHAZADA,2025-02-01,2025-01-31
SOL202505886,8165,2020C08165,BEC004,2025CA,La beca me permitiría dejar de trabajar en horarios nocturnos,9068.9,4,True,25,EN_REVISION,2024-11-21,2025-02-01
SOL202505887,2992,2023A02992,BEC003,2024CC,Mi comunidad de origen tiene pocas oportunidades y estudiar es mi salida,7663.94,6,True,0,EN_REVISION,2024-12-13,2025-01-09
SOL202505888,2692,2020C02692,BEC004,2024CC,Tengo buen promedio y quiero mantener mi beca por méritos,16431.62,3,True,0,EN_REVISION,2025-01-21,2025-02-22
SOL202505889,2482,2021C02482,BEC004,2025CA,Tengo buen promedio y quiero mantener mi beca por méritos,5988.85,2,True,25,PENDIENTE,2025-01-12,2025-03-04
SOL202505890,9404,2021A09404,BEC004,2024CC,Los gastos médicos familiares han reducido nuestro ingreso disponible,9427.3,5,True,35,CANCELADA,2025-01-01,2025-02-11
SOL202505891,3535,2020C03535,BEC004,2024CC,Necesito la beca para poder dedicarme de tiempo completo a mis estudios,13049.67,8,True,35,RECHAZADA,2024-11-01,2025-01-29
SOL202505892,6676,2019A06676,BEC004,2025CA,Soy el sostén de mi familia y necesito apoyo para seguir estudiando,7929.47,5,True,48,APROBADA,2024-12-19,2025-02-27
SOL202505893,5547,2020A05547,BEC003,2024CC,Quiero ser el primero en mi familia en terminar una carrera,6615.26,1,False,0,APROBADA,2025-02-18,2025-01-04
SOL202505894,4543,2018C04543,BEC003,2024CC,Mi padre perdió su empleo y necesitamos apoyo urgente,5188.21,2,False,0,APROBADA,2025-02-08,2025-01-30
SOL202505895,5409,2019C05409,BEC003,2024CC,Soy el sostén de mi familia y necesito apoyo para seguir estudiando,2500,3,NO,0,APROBADA,2024-12-02,2025-03-09
SOL202505896,4663,2024B04663,BEC002,2024CC,Mi situación económica ha empeorado considerablemente,6797.48,5,False,0,EN_REVISION,2025-02-05,2025-02-01
SOL202505897,124,2022B00124,BEC003,2024CC,Los gastos médicos familiares han reducido nuestro ingreso disponible,9443.41,1,True,20,RECHAZADA,2025-02-20,2025-01-16
SOL202505898,399,2018C00399,BEC004,2024CC,Mi madre es la única proveedora y su ingreso no cubre todo,28340.09,3,False,0,RECHAZADA,2025-02-07,2025-01-26
SOL202505899,4048,2022A04048,BEC002,2024CC,Mi situación económica ha empeorado considerablemente,21631.14,4,False,0,EN_REVISION,2024-11-03,2025-02-12
SOL202505900,1911,2025B01911,BEC001,2024CC,Tengo buen promedio y quiero mantener mi beca por méritos,6379.22,3,False,0,APROBADA,2025-01-23,16 Jan 2025
SOL202505901,5854,2021C05854,BEC004,2025CA,Mi situación económica ha empeorado considerablemente,3449.95,2,True,25,CANCELADA,2024-12-13,2025-02-25
SOL202505902,4229,2019A04229,BEC004,2024CC,Vengo de una zona rural y los costos en la ciudad son muy altos,7022.48,2,False,0,EN_REVISION,2025-01-18,2025-03-08
SOL202505903,3947,2021C03947,BEC003,2024CC,Mi situación económica ha empeorado considerablemente,5491.95,1,False,0,EN_REVISION,2025-01-14,2025-01-10
SOL202505904,9801,2025B09801,BEC001,2025CA,Mi padre perdió su empleo y necesitamos apoyo urgente,3844.98,3,True,0,EN_REVISION,2024-11-15,2025-01-20
SOL202505905,9468,2024A09468,BEC002,2025CA,Quiero aprovechar al máximo esta oportunidad educativa,3467.63,1,True,15,RECHAZADA,2024-11-28,2025-02-25
SOL202505906,2679,2020C02679,BEC003,2024CC,La beca me permitiría dejar de trabajar en horarios nocturnos,16632.9,3,True,40,PENDIENTE,2024-11-17,2025-02-15
SOL202505907,6680,2023C06680,BEC004,2025CA,Mi padre perdió su empleo y necesitamos apoyo urgente,12913.44,6,True,48,CANCELADA,2024-11-08,2025-02-12
SOL202505908,9337,2022C09337,BEC002,2024CC,Necesito apoyo económico para continuar mis estudios,6796.94,4,False,0,PENDIENTE,2025-01-11,2025-02-26
SOL202505909,6541,2023C06541,BEC004,2025CA,Soy el sostén de mi familia y necesito apoyo para seguir estudiando,4105.72,6,True,10,PENDIENTE,2024-11-24,03/03/2025
SOL202505910,9991,2020B09991,BEC004,2025CA,Mi familia depende económicamente de mí y de mi preparación profesional ,8454.24,4,False,0,PENDIENTE,2024-11-03,2025-03-13
SOL202505911,9042,2023C09042,BEC004,2025CA,Necesito apoyo económico para continuar mis estudios,17924.11,2,SI,25,RECHAZADA,2024-11-21,2025-03-15
SOL202505912,3566,2024B03566,BEC002,2024CC,Mi padre perdió su empleo y necesitamos apoyo urgente,4454.83,4,True,20,PENDIENTE,2025-01-19,2025-02-02
SOL202505913,3172,2024A03172,BEC004,2024CC,Mi padre perdió su empleo y necesitamos apoyo urgente,11232.09,7,False,0,PENDIENTE,2025-02-03,2025-02-15
SOL202505914,2378,2023C02378,BEC004,2025CA,Los gastos médicos familiares han reducido nuestro ingreso disponible,2500,4,True,40,RECHAZADA,2025-02-03,2025-03-15
SOL202505915,5297,2022B05297,BEC004,2024CC,Mi comunidad de origen tiene pocas oportunidades y estudiar es mi salida,-,2,,0,APROBADA,2025-02-09,2025-02-07
SOL202505916,5891,2020C05891,BEC003,2025CA,Mi familia depende económicamente de mí y de mi preparación profesional,5750.63,2,False,0,APROBADA,2024-11-06,17 Feb 2025
SOL202505917,6696,2024C06696,BEC003,2024CC,Mi madre es la única proveedora y su ingreso no cubre todo,8283.26,3,Sí,0,CANCELADA,2024-11-23,2025-01-10
SOL202505918,2167,2019B02167,BEC003,2025CA,Estoy a punto de abandonar la escuela por falta de recursos,7820.55,2,False,0,APROBADA,2025-01-16,2025-02-01
SOL202505919,3112,2024A03112,BEC004,2024CC,Vengo de una zona rural y los costos en la ciudad son muy altos,8924.75,4,True,25,RECHAZADA,2025-02-27,2025-01-13
SOL202505920,2364,2024A02364,BEC003,2025CA,Soy madre soltera y necesito apoyo para continuar mi formación,14103.2,4,True,40,RECHAZADA,2025-02-09,2025-01-09
SOL202505921,7544,2024B07544,BEC004,2024CC,Necesito apoyo económico para continuar mis estudios,8172.12 ,4,True,25,EN_REVISION,2025-02-25,2025-03-13
SOL202505922,7461,2022B07461,BEC003,2025CA,Tengo hermanos menores que también necesitan apoyo escolar,9558.29,2,True,0,APROBADA,2024-11-15,2025-03-12
SOL202505923,9904,2023B09904,BEC002,2024CC,Mi familia no cuenta con los recursos suficientes para cubrir la colegiatura,8368.01,3,False,0,RECHAZADA,2024-11-25,2025-03-15
SOL202505924,7785,2022A07785,BEC004,2025CA,Mi madre es la única proveedora y su ingreso no cubre todo,13922.52,3,False,0,EN_REVISION,2025-01-27,2025-01-24
SOL202505925,2627,2025B02627,BEC001,2024CC,Trabajo medio tiempo y aún así no me alcanza para cubrir gastos escolares,2537.49,3,False,0,RECHAZADA,2024-11-04,2025-01-24
